date,ticker,close_price
2023-09-01,NOVX,208.51
2023-09-04,NOVX,205.01
2023-09-05,NOVX,205.55
2023-09-06,NOVX,204.74
2023-09-07,NOVX,203.89
2023-09-08,NOVX,203.98
2023-09-11,NOVX,206.57
2023-09-12,NOVX,206.67
2023-09-13,NOVX,205.82
2023-09-14,NOVX,207.91
2023-09-15,NOVX,207.33
2023-09-18,NOVX,208.49
2023-09-19,NOVX,206.85
2023-09-20,NOVX,209.26
2023-09-21,NOVX,209.07
2023-09-22,NOVX,206.86
2023-09-25,NOVX,204.99
2023-09-26,NOVX,201.35
2023-09-27,NOVX,200.24
2023-09-28,NOVX,200.16
2023-09-29,NOVX,201.47
2023-10-02,NOVX,199.03
2023-10-03,NOVX,198.7
2023-10-04,NOVX,198.39
2023-10-05,NOVX,199.73
2023-10-06,NOVX,200.54
2023-10-09,NOVX,201.5
2023-10-10,NOVX,203.15
2023-10-11,NOVX,203.86
2023-10-12,NOVX,204.35
2023-10-13,NOVX,206.13
2023-10-16,NOVX,204.94
2023-10-17,NOVX,201.63
2023-10-18,NOVX,203.26
2023-10-19,NOVX,203.31
2023-10-20,NOVX,205.08
2023-10-23,NOVX,204.54
2023-10-24,NOVX,203.53
2023-10-25,NOVX,202.77
2023-10-26,NOVX,204.34
2023-10-27,NOVX,204.63
2023-10-30,NOVX,205.64
2023-10-31,NOVX,207.37
2023-11-01,NOVX,209.15
2023-11-02,NOVX,209.45
2023-11-03,NOVX,208.83
2023-11-06,NOVX,208.06
2023-11-07,NOVX,207.15
2023-11-08,NOVX,208.01
2023-11-09,NOVX,205.81
2023-11-10,NOVX,207.87
2023-11-13,NOVX,208.18
2023-11-14,NOVX,208.35
2023-11-15,NOVX,206.8
2023-11-16,NOVX,208.91
2023-11-17,NOVX,209.02
2023-11-20,NOVX,204.57
2023-11-21,NOVX,205.1
2023-11-22,NOVX,205.86
2023-11-23,NOVX,206.41
2023-11-24,NOVX,209.14
2023-11-27,NOVX,206.77
2023-11-28,NOVX,204.9
2023-11-29,NOVX,205.73
2023-11-30,NOVX,205.54
2023-12-01,NOVX,203.55
2023-12-04,NOVX,199.54
2023-12-05,NOVX,201.9
2023-12-06,NOVX,203.13
2023-12-07,NOVX,203.61
2023-12-08,NOVX,200.19
2023-12-11,NOVX,203.21
2023-12-12,NOVX,202.9
2023-12-13,NOVX,201.45
2023-12-14,NOVX,202.96
2023-12-15,NOVX,203.33
2023-12-18,NOVX,202.57
2023-12-19,NOVX,203.88
2023-12-20,NOVX,201.43
2023-12-21,NOVX,202.78
2023-12-22,NOVX,202.48
2023-12-25,NOVX,200.6
2023-12-26,NOVX,200.79
2023-12-27,NOVX,202.75
2023-12-28,NOVX,200.08
2023-12-29,NOVX,200.15
2024-01-01,NOVX,202.09
2024-01-02,NOVX,205.47
2024-01-03,NOVX,206.09
2024-01-04,NOVX,206.57
2024-01-05,NOVX,205.0
2024-01-08,NOVX,204.95
2024-01-09,NOVX,205.2
2024-01-10,NOVX,204.81
2024-01-11,NOVX,202.78
2024-01-12,NOVX,201.53
2024-01-15,NOVX,199.91
2024-01-16,NOVX,200.38
2024-01-17,NOVX,203.01
2024-01-18,NOVX,200.86
2024-01-19,NOVX,201.22
2024-01-22,NOVX,199.89
2024-01-23,NOVX,202.25
2024-01-24,NOVX,203.09
2024-01-25,NOVX,203.88
2024-01-26,NOVX,203.96
2024-01-29,NOVX,202.83
2024-01-30,NOVX,202.05
2024-01-31,NOVX,197.29
2024-02-01,NOVX,198.2
2024-02-02,NOVX,198.86
2024-02-05,NOVX,200.99
2024-02-06,NOVX,201.18
2024-02-07,NOVX,198.62
2024-02-08,NOVX,197.74
2024-02-09,NOVX,194.24
2024-02-12,NOVX,194.44
2024-02-13,NOVX,193.43
2024-02-14,NOVX,193.82
2024-02-15,NOVX,190.71
2024-02-16,NOVX,191.14
2024-02-19,NOVX,190.75
2024-02-20,NOVX,190.35
2024-02-21,NOVX,188.59
2024-02-22,NOVX,193.53
2024-02-23,NOVX,191.19
2024-02-26,NOVX,189.36
2024-02-27,NOVX,187.66
2024-02-28,NOVX,188.2
2024-02-29,NOVX,187.42
2024-03-01,NOVX,189.55
2024-03-04,NOVX,190.62
2024-03-05,NOVX,190.25
2024-03-06,NOVX,190.81
2024-03-08,NOVX,189.52
2024-03-11,NOVX,190.2
2024-03-12,NOVX,189.51
2024-03-13,NOVX,187.03
2024-03-14,NOVX,189.57
2024-03-15,NOVX,188.23
2024-03-18,NOVX,189.8
2024-03-19,NOVX,189.1
2024-03-20,NOVX,191.68
2024-03-21,NOVX,189.97
2024-03-22,NOVX,189.0
2024-03-25,NOVX,191.55
2024-03-26,NOVX,193.36
2024-03-27,NOVX,195.17
2024-03-28,NOVX,193.18
2024-03-29,NOVX,193.17
2024-04-01,NOVX,191.82
2024-04-02,NOVX,192.42
2024-04-03,NOVX,195.52
2024-04-04,NOVX,194.75
2024-04-05,NOVX,197.27
2024-04-08,NOVX,197.26
2024-04-09,NOVX,197.34
2024-04-10,NOVX,195.4
2024-04-11,NOVX,196.34
2024-04-12,NOVX,198.39
2024-04-15,NOVX,199.73
2024-04-16,NOVX,200.6
2024-04-17,NOVX,201.58
2024-04-18,NOVX,200.35
2024-04-19,NOVX,203.36
2024-04-22,NOVX,202.26
2024-04-23,NOVX,201.64
2024-04-24,NOVX,203.06
2024-04-25,NOVX,197.82
2024-04-26,NOVX,197.34
2024-04-29,NOVX,196.39
2024-04-30,NOVX,196.96
2024-05-01,NOVX,194.92
2024-05-02,NOVX,192.88
2024-05-03,NOVX,194.5
2024-05-06,NOVX,193.7
2024-05-07,NOVX,195.97
2024-05-08,NOVX,195.57
2024-05-09,NOVX,193.52
2024-05-10,NOVX,192.85
2024-05-13,NOVX,194.44
2024-05-14,NOVX,193.46
2024-05-15,NOVX,190.78
2024-05-16,NOVX,190.8
2024-05-17,NOVX,193.16
2024-05-20,NOVX,189.1
2024-05-21,NOVX,186.33
2024-05-22,NOVX,188.77
2024-05-23,NOVX,189.64
2024-05-24,NOVX,188.63
2024-05-27,NOVX,190.42
2024-05-28,NOVX,189.63
2024-05-29,NOVX,188.96
2024-05-30,NOVX,191.05
2024-05-31,NOVX,192.27
2024-06-03,NOVX,193.94
2024-06-04,NOVX,192.15
2024-06-05,NOVX,191.65
2024-06-06,NOVX,190.94
2024-06-07,NOVX,188.89
2024-06-10,NOVX,191.5
2024-06-11,NOVX,192.24
2024-06-12,NOVX,190.38
2024-06-13,NOVX,191.98
2024-06-14,NOVX,191.52
2024-06-17,NOVX,191.53
2024-06-18,NOVX,193.84
2024-06-19,NOVX,191.33
2024-06-20,NOVX,188.76
2024-06-21,NOVX,189.46
2024-06-24,NOVX,190.51
2024-06-25,NOVX,192.04
2024-06-26,NOVX,191.19
2024-06-27,NOVX,188.93
2024-06-28,NOVX,189.94
2024-07-01,NOVX,188.69
2024-07-02,NOVX,188.88
2024-07-03,NOVX,185.55
2024-07-04,NOVX,183.07
2024-07-05,NOVX,180.44
2024-07-08,NOVX,179.78
2024-07-09,NOVX,180.06
2024-07-10,NOVX,177.8
2024-07-11,NOVX,178.62
2024-07-12,NOVX,178.99
2024-07-15,NOVX,177.74
2024-07-16,NOVX,175.78
2024-07-17,NOVX,175.39
2024-07-18,NOVX,178.1
2024-07-19,NOVX,179.59
2024-07-22,NOVX,180.33
2024-07-23,NOVX,179.87
2024-07-24,NOVX,179.86
2024-07-25,NOVX,180.08
2024-07-26,NOVX,179.67
2024-07-29,NOVX,178.84
2024-07-30,NOVX,176.94
2024-07-31,NOVX,175.79
2024-08-01,NOVX,176.36
2024-08-02,NOVX,175.51
2024-08-05,NOVX,175.67
2024-08-06,NOVX,177.65
2024-08-07,NOVX,176.45
2024-08-08,NOVX,180.52
2024-08-09,NOVX,178.33
2024-08-12,NOVX,177.38
2024-08-13,NOVX,175.95
2024-08-14,NOVX,174.84
2024-08-15,NOVX,175.46
2024-08-16,NOVX,173.47
2024-08-19,NOVX,171.82
2024-08-20,NOVX,170.27
2024-08-21,NOVX,171.36
2024-08-22,NOVX,169.58
2024-08-23,NOVX,169.0
2024-08-26,NOVX,170.47
2024-08-27,NOVX,171.52
2024-08-28,NOVX,172.19
2024-08-29,NOVX,173.44
2024-08-30,NOVX,174.83
2024-09-02,NOVX,177.28
2024-09-03,NOVX,175.77
2024-09-04,NOVX,173.01
2024-09-05,NOVX,173.32
2024-09-06,NOVX,176.22
2024-09-09,NOVX,178.82
2024-09-10,NOVX,180.42
2024-09-11,NOVX,178.47
2024-09-12,NOVX,178.97
2024-09-13,NOVX,177.56
2024-09-16,NOVX,175.9
2024-09-17,NOVX,175.52
2024-09-18,NOVX,173.06
2024-09-19,NOVX,171.64
2024-09-20,NOVX,171.67
2024-09-23,NOVX,172.0
2024-09-24,NOVX,172.91
2024-09-25,NOVX,172.37
2024-09-26,NOVX,173.44
2024-09-27,NOVX,172.75
2024-09-30,NOVX,173.95
2024-10-01,NOVX,173.52
2024-10-02,NOVX,174.14
2024-10-03,NOVX,173.6
2024-10-04,NOVX,173.44
2024-10-07,NOVX,169.8
2024-10-08,NOVX,170.66
2024-10-09,NOVX,171.92
2024-10-10,NOVX,168.84
2024-10-11,NOVX,170.81
2024-10-14,NOVX,167.39
2024-10-15,NOVX,168.63
2024-10-16,NOVX,167.9
2024-10-17,NOVX,166.21
2024-10-18,NOVX,165.46
2024-10-21,NOVX,166.01
2024-10-22,NOVX,163.96
2024-10-23,NOVX,164.55
2024-10-24,NOVX,167.04
2024-10-25,NOVX,167.38
2024-10-28,NOVX,166.88
2024-10-29,NOVX,166.66
2024-10-30,NOVX,167.28
2024-10-31,NOVX,170.15
2024-11-01,NOVX,170.23
2024-11-04,NOVX,170.17
2024-11-05,NOVX,170.93
2024-11-06,NOVX,171.75
2024-11-07,NOVX,172.01
2024-11-08,NOVX,172.05
2024-11-11,NOVX,171.63
2024-11-12,NOVX,172.45
2024-11-13,NOVX,170.0
2024-11-14,NOVX,169.6
2024-11-15,NOVX,168.89
2024-11-18,NOVX,168.83
2024-11-19,NOVX,171.3
2024-11-20,NOVX,172.0
2024-11-21,NOVX,168.27
2024-11-22,NOVX,169.25
2024-11-25,NOVX,167.42
2024-11-26,NOVX,168.7
2024-11-27,NOVX,169.24
2024-11-28,NOVX,169.5
2024-11-29,NOVX,169.17
2024-12-02,NOVX,171.23
2024-12-03,NOVX,173.06
2024-12-04,NOVX,172.99
2024-12-05,NOVX,174.89
2024-12-06,NOVX,176.27
2024-12-09,NOVX,176.56
2024-12-10,NOVX,174.12
2024-12-11,NOVX,174.3
2024-12-12,NOVX,175.67
2024-12-13,NOVX,177.0
2024-12-16,NOVX,177.91
2024-12-17,NOVX,179.92
2024-12-18,NOVX,182.82
2024-12-19,NOVX,183.42
2024-12-20,NOVX,183.81
2024-12-23,NOVX,181.81
2024-12-24,NOVX,181.08
2024-12-25,NOVX,182.14
2024-12-26,NOVX,183.16
2024-12-27,NOVX,184.88
2024-12-30,NOVX,182.98
2024-12-31,NOVX,181.73
2023-01-02,ATLX,171.05
2023-01-03,ATLX,172.92
2023-01-04,ATLX,173.1
2023-01-05,ATLX,170.76
2023-01-06,ATLX,173.99
2023-01-09,ATLX,173.45
2023-01-10,ATLX,177.53
2023-01-11,ATLX,178.23
2023-01-12,ATLX,179.44
2023-01-13,ATLX,182.07
2023-01-16,ATLX,185.88
2023-01-17,ATLX,186.02
2023-01-18,ATLX,187.74
2023-01-19,ATLX,189.88
2023-01-20,ATLX,190.32
2023-01-23,ATLX,192.33
2023-01-24,ATLX,191.71
2023-01-25,ATLX,188.32
2023-01-26,ATLX,189.4
2023-01-27,ATLX,189.77
2023-01-30,ATLX,189.36
2023-01-31,ATLX,192.22
2023-02-01,ATLX,191.73
2023-02-02,ATLX,195.03
2023-02-03,ATLX,194.4
2023-02-06,ATLX,197.37
2023-02-07,ATLX,199.33
2023-02-08,ATLX,199.91
2023-02-09,ATLX,199.46
2023-02-10,ATLX,200.8
2023-02-13,ATLX,200.68
2023-02-14,ATLX,200.9
2023-02-15,ATLX,198.52
2023-02-16,ATLX,200.72
2023-02-17,ATLX,200.99
2023-02-20,ATLX,200.23
2023-02-21,ATLX,204.88
2023-02-22,ATLX,205.44
2023-02-23,ATLX,202.43
2023-02-24,ATLX,200.96
2023-02-27,ATLX,202.79
2023-02-28,ATLX,203.03
2023-03-01,ATLX,205.35
2023-03-02,ATLX,201.18
2023-03-03,ATLX,201.3
2023-03-06,ATLX,204.08
2023-03-07,ATLX,203.36
2023-03-08,ATLX,205.14
2023-03-09,ATLX,204.09
2023-03-10,ATLX,204.02
2023-03-13,ATLX,202.02
2023-03-14,ATLX,204.76
2023-03-15,ATLX,204.86
2023-03-16,ATLX,206.04
2023-03-17,ATLX,206.24
2023-03-20,ATLX,203.12
2023-03-21,ATLX,199.58
2023-03-22,ATLX,199.71
2023-03-23,ATLX,202.08
2023-03-24,ATLX,200.83
2023-03-27,ATLX,202.75
2023-03-28,ATLX,200.52
2023-03-29,ATLX,198.87
2023-03-30,ATLX,199.48
2023-03-31,ATLX,197.7
2023-04-03,ATLX,197.61
2023-04-04,ATLX,198.01
2023-04-05,ATLX,197.29
2023-04-06,ATLX,195.46
2023-04-07,ATLX,193.86
2023-04-10,ATLX,194.97
2023-04-11,ATLX,190.81
2023-04-12,ATLX,189.79
2023-04-13,ATLX,188.37
2023-04-14,ATLX,189.21
2023-04-17,ATLX,189.56
2023-04-18,ATLX,189.04
2023-04-19,ATLX,186.76
2023-04-20,ATLX,184.83
2023-04-21,ATLX,185.62
2023-04-24,ATLX,184.52
2023-04-25,ATLX,185.63
2023-04-26,ATLX,182.85
2023-04-27,ATLX,180.91
2023-04-28,ATLX,183.25
2023-05-01,ATLX,184.85
2023-05-02,ATLX,182.54
2023-05-03,ATLX,179.1
2023-05-04,ATLX,178.21
2023-05-05,ATLX,177.69
2023-05-08,ATLX,177.1
2023-05-09,ATLX,175.36
2023-05-10,ATLX,174.71
2023-05-11,ATLX,176.35
2023-05-12,ATLX,174.69
2023-05-15,ATLX,171.7
2023-05-16,ATLX,169.16
2023-05-17,ATLX,168.74
2023-05-18,ATLX,168.02
2023-05-19,ATLX,168.85
2023-05-22,ATLX,167.6
2023-05-23,ATLX,167.7
2023-05-24,ATLX,168.15
2023-05-25,ATLX,167.48
2023-05-26,ATLX,167.83
2023-05-29,ATLX,167.5
2023-05-30,ATLX,168.65
2023-05-31,ATLX,169.9
2023-06-01,ATLX,170.32
2023-06-02,ATLX,167.12
2023-06-05,ATLX,164.91
2023-06-06,ATLX,166.28
2023-06-07,ATLX,165.65
2023-06-08,ATLX,168.43
2023-06-09,ATLX,167.27
2023-06-12,ATLX,170.21
2023-06-13,ATLX,167.31
2023-06-14,ATLX,170.42
2023-06-15,ATLX,170.07
2023-06-16,ATLX,171.76
2023-06-19,ATLX,173.07
2023-06-20,ATLX,170.12
2023-06-21,ATLX,167.84
2023-06-22,ATLX,165.09
2023-06-23,ATLX,166.98
2023-06-26,ATLX,164.19
2023-06-27,ATLX,163.66
2023-06-28,ATLX,167.3
2023-06-29,ATLX,168.46
2023-06-30,ATLX,168.05
2023-07-03,ATLX,168.62
2023-07-04,ATLX,168.71
2023-07-05,ATLX,170.4
2023-07-06,ATLX,170.34
2023-07-07,ATLX,171.7
2023-07-10,ATLX,169.51
2023-07-11,ATLX,168.74
2023-07-12,ATLX,171.95
2023-07-13,ATLX,171.41
2023-07-14,ATLX,169.54
2023-07-17,ATLX,169.41
2023-07-18,ATLX,172.74
2023-07-19,ATLX,171.88
2023-07-20,ATLX,171.73
2023-07-21,ATLX,173.5
2023-07-24,ATLX,174.05
2023-07-25,ATLX,177.06
2023-07-26,ATLX,179.61
2023-07-27,ATLX,178.23
2023-07-28,ATLX,178.09
2023-07-31,ATLX,177.06
2023-08-01,ATLX,176.15
2023-08-02,ATLX,180.41
2023-08-03,ATLX,183.0
2023-08-04,ATLX,177.34
2023-08-07,ATLX,177.08
2023-08-08,ATLX,174.51
2023-08-09,ATLX,174.99
2023-08-10,ATLX,178.17
2023-08-11,ATLX,178.5
2023-08-14,ATLX,176.29
2023-08-15,ATLX,174.02
2023-08-16,ATLX,176.2
2023-08-17,ATLX,176.83
2023-08-18,ATLX,177.2
2023-08-21,ATLX,175.17
2023-08-22,ATLX,175.41
2023-08-23,ATLX,174.8
2023-08-24,ATLX,174.65
2023-08-25,ATLX,175.17
2023-08-28,ATLX,177.17
2023-08-29,ATLX,176.26
2023-08-30,ATLX,176.2
2023-08-31,ATLX,179.25
2023-09-01,ATLX,179.97
2023-09-04,ATLX,176.29
2023-09-05,ATLX,173.69
2023-09-06,ATLX,176.48
2023-09-07,ATLX,172.73
2023-09-08,ATLX,175.89
2023-09-11,ATLX,177.85
2023-09-12,ATLX,176.83
2023-09-13,ATLX,179.01
2023-09-14,ATLX,180.21
2023-09-15,ATLX,179.88
2023-09-18,ATLX,180.56
2023-09-19,ATLX,178.98
2023-09-20,ATLX,177.8
2023-09-21,ATLX,181.39
2023-09-22,ATLX,182.39
2023-09-25,ATLX,181.57
2023-09-26,ATLX,186.78
2023-09-27,ATLX,185.58
2023-09-28,ATLX,184.18
2023-09-29,ATLX,185.19
2023-10-02,ATLX,184.88
2023-10-03,ATLX,185.57
2023-10-04,ATLX,185.72
2023-10-05,ATLX,183.87
2023-10-06,ATLX,185.53
2023-10-09,ATLX,187.28
2023-10-10,ATLX,186.69
2023-10-11,ATLX,184.76
2023-10-12,ATLX,184.41
2023-10-13,ATLX,186.76
2023-10-16,ATLX,188.83
2023-10-17,ATLX,187.41
2023-10-18,ATLX,186.83
2023-10-19,ATLX,188.42
2023-10-20,ATLX,188.38
2023-10-23,ATLX,191.12
2023-10-24,ATLX,193.82
2023-10-25,ATLX,193.01
2023-10-26,ATLX,193.29
2023-10-27,ATLX,192.51
2023-10-30,ATLX,194.17
2023-10-31,ATLX,197.22
2023-11-01,ATLX,194.7
2023-11-02,ATLX,192.36
2023-11-03,ATLX,189.66
2023-11-06,ATLX,189.98
2023-11-07,ATLX,191.01
2023-11-08,ATLX,189.21
2023-11-09,ATLX,188.58
2023-11-10,ATLX,187.94
2023-11-13,ATLX,187.4
2023-11-14,ATLX,186.93
2023-11-15,ATLX,184.61
2023-11-16,ATLX,189.19
2023-11-17,ATLX,191.54
2023-11-20,ATLX,190.76
2023-11-21,ATLX,189.11
2023-11-22,ATLX,188.31
2023-11-23,ATLX,187.35
2023-11-24,ATLX,187.91
2023-11-27,ATLX,187.55
2023-11-28,ATLX,188.43
2023-11-29,ATLX,189.91
2023-11-30,ATLX,193.8
2023-12-01,ATLX,192.25
2023-12-04,ATLX,190.58
2023-12-05,ATLX,188.69
2023-12-06,ATLX,186.43
2023-12-07,ATLX,185.94
2023-12-08,ATLX,187.54
2023-12-11,ATLX,189.89
2023-12-12,ATLX,191.28
2023-12-13,ATLX,189.14
2023-12-14,ATLX,191.84
2023-12-15,ATLX,192.64
2023-12-18,ATLX,192.85
2023-12-19,ATLX,190.78
2023-12-20,ATLX,189.64
2023-12-21,ATLX,188.47
2023-12-22,ATLX,189.46
2023-12-25,ATLX,186.64
2023-12-26,ATLX,188.58
2023-12-27,ATLX,189.35
2023-12-28,ATLX,188.01
2023-12-29,ATLX,186.96
2024-01-01,ATLX,190.34
2024-01-02,ATLX,186.21
2024-01-03,ATLX,184.64
2024-01-04,ATLX,184.0
2024-01-05,ATLX,184.01
2024-01-08,ATLX,184.87
2024-01-09,ATLX,183.78
2024-01-10,ATLX,182.82
2024-01-11,ATLX,181.65
2024-01-12,ATLX,183.83
2024-01-15,ATLX,181.53
2024-01-16,ATLX,181.56
2024-01-17,ATLX,186.05
2024-01-18,ATLX,186.72
2024-01-19,ATLX,187.11
2024-01-22,ATLX,188.87
2024-01-23,ATLX,190.98
2024-01-24,ATLX,189.03
2024-01-25,ATLX,190.22
2024-01-26,ATLX,188.5
2024-01-29,ATLX,188.66
2024-01-30,ATLX,186.79
2024-01-31,ATLX,187.63
2024-02-01,ATLX,189.95
2024-02-02,ATLX,190.09
2024-02-05,ATLX,188.49
2024-02-06,ATLX,192.39
2024-02-07,ATLX,196.07
2024-02-08,ATLX,193.51
2024-02-09,ATLX,197.53
2024-02-12,ATLX,195.12
2024-02-13,ATLX,194.98
2024-02-14,ATLX,193.83
2024-02-15,ATLX,195.8
2024-02-16,ATLX,194.0
2024-02-19,ATLX,193.82
2024-02-20,ATLX,197.11
2024-02-21,ATLX,196.9
2024-02-22,ATLX,198.09
2024-02-23,ATLX,195.85
2024-02-26,ATLX,196.63
2024-02-27,ATLX,194.83
2024-02-28,ATLX,191.71
2024-02-29,ATLX,189.92
2024-03-01,ATLX,192.12
2024-03-04,ATLX,192.49
2024-03-05,ATLX,192.92
2024-03-06,ATLX,190.32
2024-03-07,ATLX,191.65
2024-03-08,ATLX,194.11
2024-03-11,ATLX,195.93
2024-03-12,ATLX,198.38
2024-03-13,ATLX,198.69
2024-03-14,ATLX,198.94
2024-03-15,ATLX,198.16
2024-03-18,ATLX,196.19
2024-03-19,ATLX,198.5
2024-03-20,ATLX,196.09
2024-03-21,ATLX,196.56
2024-03-22,ATLX,198.3
2024-03-25,ATLX,197.81
2024-03-26,ATLX,198.97
2024-03-27,ATLX,196.8
2024-03-28,ATLX,199.58
2024-03-29,ATLX,198.58
2024-04-01,ATLX,195.93
2024-04-02,ATLX,194.57
2024-04-03,ATLX,194.05
2024-04-04,ATLX,193.71
2024-04-05,ATLX,195.04
2024-04-08,ATLX,192.29
2024-04-09,ATLX,196.07
2024-04-10,ATLX,198.27
2024-04-11,ATLX,200.41
2024-04-12,ATLX,202.56
2024-04-15,ATLX,197.8
2024-04-16,ATLX,197.04
2024-04-17,ATLX,200.18
2024-04-18,ATLX,200.08
2024-04-19,ATLX,202.45
2024-04-22,ATLX,205.4
2024-04-23,ATLX,204.05
2024-04-24,ATLX,202.7
2024-04-25,ATLX,201.88
2024-04-26,ATLX,201.43
2024-04-29,ATLX,200.91
2024-04-30,ATLX,203.79
2024-05-01,ATLX,205.93
2024-05-02,ATLX,207.9
2024-05-03,ATLX,206.94
2024-05-06,ATLX,205.52
2024-05-07,ATLX,205.72
2024-05-08,ATLX,202.87
2024-05-09,ATLX,199.22
